location,year,plot,block,variety,inoculum,inocType,isolate,dt,odate,dap,syInc_dy,syinc_cum,myInc_obs,myInc_cum,myInc_dy,incAll4_dy,incAll4_cum,incAll4_obs,syInc_obs,germ_dy/dt,sy_dy/dt,can_cover
Marianna,2019,407,4,TUF297,Grn-LE48,Grn,LE48,15,8/8/2019,78,40,70,15,50,5,25,70,60,60,0.333333333,2.666666667,
Marianna,2019,407,4,TUF297,Grn-LE48,Grn,LE48,15,8/23/2019,93,25,95,100,100,50,30,100,100,95,3.333333333,1.666666667,
Marianna,2019,407,4,TUF297,Grn-LE48,Grn,LE48,13,9/5/2019,106,0,95,5,100,0,0,100,30,30,0,0,
Marianna,2019,407,4,TUF297,Grn-LE48,Grn,LE48,15,9/20/2019,121,0,95,0,100,0,0,100,55,55,0,0,
Marianna,2019,407,4,TUF297,Grn-LE48,Grn,LE48,12,10/2/2019,133,0,95,0,100,0,0,100,30,30,0,0,
Marianna,2019,408,4,TUF297,Grn-JA25,Grn,JAMA225,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,408,4,TUF297,Grn-JA25,Grn,JAMA225,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,408,4,TUF297,Grn-JA25,Grn,JAMA225,12,7/24/2019,63,0,0,15,15,15,15,15,15,0,1.25,0,
Marianna,2019,408,4,TUF297,Grn-JA25,Grn,JAMA225,15,8/8/2019,78,0,0,0,15,0,0,15,0,0,0,0,
Marianna,2019,408,4,TUF297,Grn-JA25,Grn,JAMA225,15,8/23/2019,93,0,0,0,15,0,0,15,0,0,0,0,
Marianna,2019,408,4,TUF297,Grn-JA25,Grn,JAMA225,13,9/5/2019,106,15,15,0,15,0,15,30,15,15,0,1.153846154,
Marianna,2019,408,4,TUF297,Grn-JA25,Grn,JAMA225,15,9/20/2019,121,15,30,5,20,5,15,45,30,25,0.333333333,1,
Marianna,2019,408,4,TUF297,Grn-JA25,Grn,JAMA225,12,10/2/2019,133,0,30,5,25,5,5,50,10,5,0.416666667,0,
Marianna,2019,409,4,GA06G,Scl-LE48,Scl,LE48,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,409,4,GA06G,Scl-LE48,Scl,LE48,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,409,4,GA06G,Scl-LE48,Scl,LE48,12,7/24/2019,63,15,15,20,20,20,20,20,20,15,1.666666667,1.25,
Marianna,2019,409,4,GA06G,Scl-LE48,Scl,LE48,15,8/8/2019,78,25,40,0,20,0,25,45,35,35,0,1.666666667,
Marianna,2019,409,4,GA06G,Scl-LE48,Scl,LE48,15,8/23/2019,93,15,55,20,20,0,10,55,35,35,0,1,
Marianna,2019,409,4,GA06G,Scl-LE48,Scl,LE48,13,9/5/2019,106,5,60,20,35,15,5,60,35,35,1.153846154,0.384615385,
Marianna,2019,409,4,GA06G,Scl-LE48,Scl,LE48,15,9/20/2019,121,5,65,0,35,0,5,65,30,30,0,0.333333333,
Marianna,2019,409,4,GA06G,Scl-LE48,Scl,LE48,12,10/2/2019,133,5,70,5,40,5,10,75,40,35,0.416666667,0.416666667,
Marianna,2019,410,4,GA06G,Grn-MA22,Grn,MA22,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,410,4,GA06G,Grn-MA22,Grn,MA22,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,410,4,GA06G,Grn-MA22,Grn,MA22,12,7/24/2019,63,15,15,25,25,25,25,25,25,15,2.083333333,1.25,
Marianna,2019,410,4,GA06G,Grn-MA22,Grn,MA22,15,8/8/2019,78,55,70,0,25,0,50,75,60,60,0,3.666666667,
Marianna,2019,410,4,GA06G,Grn-MA22,Grn,MA22,15,8/23/2019,93,20,90,40,55,30,15,90,60,55,2,1.333333333,
Marianna,2019,410,4,GA06G,Grn-MA22,Grn,MA22,13,9/5/2019,106,5,95,20,55,0,5,95,55,55,0,0.384615385,
Marianna,2019,410,4,GA06G,Grn-MA22,Grn,MA22,15,9/20/2019,121,0,95,0,55,0,0,95,30,30,0,0,
Marianna,2019,410,4,GA06G,Grn-MA22,Grn,MA22,12,10/2/2019,133,0,95,5,60,5,0,95,35,30,0.416666667,0,
Marianna,2019,411,4,GA06G,Control,Con,0,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,411,4,GA06G,Control,Con,0,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,411,4,GA06G,Control,Con,0,12,7/24/2019,63,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,411,4,GA06G,Control,Con,0,15,8/8/2019,78,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,411,4,GA06G,Control,Con,0,15,8/23/2019,93,15,15,10,10,10,15,15,15,15,0.666666667,1,
Marianna,2019,411,4,GA06G,Control,Con,0,13,9/5/2019,106,15,30,5,15,5,15,30,25,25,0.384615385,1.153846154,
Marianna,2019,411,4,GA06G,Control,Con,0,15,9/20/2019,121,10,40,0,15,0,10,40,20,20,0,0.666666667,
Marianna,2019,411,4,GA06G,Control,Con,0,12,10/2/2019,133,15,55,10,25,10,15,55,25,20,0.833333333,1.25,
Marianna,2019,412,4,GA06G,Scl-JA25,Scl,JAMA225,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,412,4,GA06G,Scl-JA25,Scl,JAMA225,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,412,4,GA06G,Scl-JA25,Scl,JAMA225,12,7/24/2019,63,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,412,4,GA06G,Scl-JA25,Scl,JAMA225,15,8/8/2019,78,40,40,0,0,0,40,40,40,40,0,2.666666667,
Marianna,2019,412,4,GA06G,Scl-JA25,Scl,JAMA225,15,8/23/2019,93,5,45,5,5,5,10,50,35,30,0.333333333,0.333333333,
Marianna,2019,412,4,GA06G,Scl-JA25,Scl,JAMA225,13,9/5/2019,106,25,70,5,10,5,25,75,50,50,0.384615385,1.923076923,
Marianna,2019,412,4,GA06G,Scl-JA25,Scl,JAMA225,15,9/20/2019,121,10,80,0,10,0,10,85,45,45,0,0.666666667,
Marianna,2019,412,4,GA06G,Scl-JA25,Scl,JAMA225,12,10/2/2019,133,10,90,0,10,0,10,95,45,45,0,0.833333333,
Marianna,2019,413,4,GA06G,Grn-JA25,Grn,JAMA225,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,413,4,GA06G,Grn-JA25,Grn,JAMA225,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,413,4,GA06G,Grn-JA25,Grn,JAMA225,12,7/24/2019,63,5,5,20,20,20,20,20,20,5,1.666666667,0.416666667,
Marianna,2019,413,4,GA06G,Grn-JA25,Grn,JAMA225,15,8/8/2019,78,20,25,5,25,5,10,30,20,20,0.333333333,1.333333333,
Marianna,2019,413,4,GA06G,Grn-JA25,Grn,JAMA225,15,8/23/2019,93,15,40,30,45,20,15,45,30,30,1.333333333,1,
Marianna,2019,413,4,GA06G,Grn-JA25,Grn,JAMA225,13,9/5/2019,106,15,55,30,60,15,15,60,35,35,1.153846154,1.153846154,
Marianna,2019,413,4,GA06G,Grn-JA25,Grn,JAMA225,15,9/20/2019,121,5,60,0,60,0,5,65,35,35,0,0.333333333,
Marianna,2019,413,4,GA06G,Grn-JA25,Grn,JAMA225,12,10/2/2019,133,0,60,10,70,10,10,75,40,30,0.833333333,0,
Marianna,2019,414,4,GA06G,Grn-LE48,Grn,LE48,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,414,4,GA06G,Grn-LE48,Grn,LE48,9,7/12/2019,51,0,0,5,5,5,5,5,5,0,0.555555556,0,
Marianna,2019,414,4,GA06G,Grn-LE48,Grn,LE48,12,7/24/2019,63,60,60,60,65,60,65,70,70,60,5,5,
Marianna,2019,414,4,GA06G,Grn-LE48,Grn,LE48,15,8/8/2019,78,35,95,15,70,5,25,95,90,90,0.333333333,2.333333333,
Marianna,2019,414,4,GA06G,Grn-LE48,Grn,LE48,15,8/23/2019,93,5,100,80,95,25,5,100,90,85,1.666666667,0.333333333,
Marianna,2019,414,4,GA06G,Grn-LE48,Grn,LE48,13,9/5/2019,106,0,100,0,95,0,0,100,35,35,0,0,
Marianna,2019,414,4,GA06G,Grn-LE48,Grn,LE48,15,9/20/2019,121,0,100,0,95,0,0,100,45,45,0,0,
Marianna,2019,414,4,GA06G,Grn-LE48,Grn,LE48,12,10/2/2019,133,0,100,5,95,0,0,100,45,40,0,0,
Marianna,2019,415,4,GA06G,Scl-MA22,Scl,MA22,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,415,4,GA06G,Scl-MA22,Scl,MA22,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,415,4,GA06G,Scl-MA22,Scl,MA22,12,7/24/2019,63,10,10,15,15,15,20,20,20,10,1.25,0.833333333,
Marianna,2019,415,4,GA06G,Scl-MA22,Scl,MA22,15,8/8/2019,78,25,35,20,35,20,25,45,30,30,1.333333333,1.666666667,
Marianna,2019,415,4,GA06G,Scl-MA22,Scl,MA22,15,8/23/2019,93,40,75,45,60,25,30,75,65,65,1.666666667,2.666666667,
Marianna,2019,415,4,GA06G,Scl-MA22,Scl,MA22,13,9/5/2019,106,5,80,10,65,5,5,80,45,45,0.384615385,0.384615385,
Marianna,2019,415,4,GA06G,Scl-MA22,Scl,MA22,15,9/20/2019,121,0,80,0,65,0,0,80,55,55,0,0,
Marianna,2019,415,4,GA06G,Scl-MA22,Scl,MA22,12,10/2/2019,133,0,80,10,75,10,10,90,50,40,0.833333333,0,
Marianna,2019,416,4,GA06G,Cont-Grn,G_c,0,42,7/3/2019,42,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,416,4,GA06G,Cont-Grn,G_c,0,9,7/12/2019,51,0,0,0,0,0,0,0,0,0,0,0,
Marianna,2019,416,4,GA06G,Cont-Grn,G_c,0,12,7/24/2019,63,0,0,5,5,5,5,5,5,0,0.416666667,0,
Marianna,2019,416,4,GA06G,Cont-Grn,G_c,0,15,8/8/2019,78,0,0,0,5,0,0,5,0,0,0,0,
Marianna,2019,416,4,GA06G,Cont-Grn,G_c,0,15,8/23/2019,93,10,10,0,5,0,10,15,10,10,0,0.666666667,
Marianna,2019,416,4,GA06G,Cont-Grn,G_c,0,13,9/5/2019,106,0,10,0,5,0,0,15,10,10,0,0,
Marianna,2019,416,4,GA06G,Cont-Grn,G_c,0,15,9/20/2019,121,20,30,0,5,0,15,30,30,30,0,1.333333333,
Marianna,2019,416,4,GA06G,Cont-Grn,G_c,0,12,10/2/2019,133,10,40,5,10,5,15,45,40,35,0.416666667,0.833333333,
Marianna,2020,101,1,TUF297,Grn-JA25,Grn,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,35.71428571
Marianna,2020,101,1,TUF297,Grn-JA25,Grn,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,55.49450549
Marianna,2020,101,1,TUF297,Grn-JA25,Grn,JAMA225,14,8/7/2020,73,0,0,5,5,5,5,5,5,0,0.357142857,0,95
Marianna,2020,101,1,TUF297,Grn-JA25,Grn,JAMA225,14,8/21/2020,87,0,0,40,40,35,35,40,40,0,2.5,0,100
Marianna,2020,101,1,TUF297,Grn-JA25,Grn,JAMA225,14,9/4/2020,101,5,5,20,40,0,0,40,25,5,0,0.357142857,100
Marianna,2020,101,1,TUF297,Grn-JA25,Grn,JAMA225,45,10/19/2020,146,25,30,0,40,0,15,55,25,25,0,0.555555556,100
Marianna,2020,102,1,TUF297,Grn-MA22,Grn,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,35.16483516
Marianna,2020,102,1,TUF297,Grn-MA22,Grn,MA22,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,62.08791209
Marianna,2020,102,1,TUF297,Grn-MA22,Grn,MA22,14,8/7/2020,73,0,0,10,10,10,10,10,10,0,0.714285714,0,99
Marianna,2020,102,1,TUF297,Grn-MA22,Grn,MA22,14,8/21/2020,87,5,5,20,25,15,20,30,25,5,1.071428571,0.357142857,100
Marianna,2020,102,1,TUF297,Grn-MA22,Grn,MA22,14,9/4/2020,101,0,5,0,25,0,0,30,0,0,0,0,100
Marianna,2020,102,1,TUF297,Grn-MA22,Grn,MA22,45,10/19/2020,146,5,10,0,25,0,0,30,10,10,0,0.111111111,100
Marianna,2020,103,1,TUF297,Grn-LE48,Grn,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,33.51648352
Marianna,2020,103,1,TUF297,Grn-LE48,Grn,LE48,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,62.63736264
Marianna,2020,103,1,TUF297,Grn-LE48,Grn,LE48,14,8/7/2020,73,5,5,5,5,5,5,5,5,5,0.357142857,0.357142857,95
Marianna,2020,103,1,TUF297,Grn-LE48,Grn,LE48,14,8/21/2020,87,0,5,15,20,15,15,20,15,0,1.071428571,0,100
Marianna,2020,103,2,TUF297,Grn-LE48,Grn,LE48,14,9/4/2020,101,0,5,5,20,0,0,20,5,0,0,0,100
Marianna,2020,103,2,TUF297,Grn-LE48,Grn,LE48,45,10/19/2020,146,5,10,0,20,0,5,25,5,5,0,0.111111111,100
Marianna,2020,104,2,TUF297,Scl-LE48,Scl,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,43.95604396
Marianna,2020,104,2,TUF297,Scl-LE48,Scl,LE48,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,75.82417582
Marianna,2020,104,2,TUF297,Scl-LE48,Scl,LE48,14,8/7/2020,73,0,0,20,25,20,20,25,20,0,1.428571429,0,97
Marianna,2020,104,2,TUF297,Scl-LE48,Scl,LE48,14,8/21/2020,87,0,0,25,35,10,10,35,25,0,0.714285714,0,100
Marianna,2020,104,2,TUF297,Scl-LE48,Scl,LE48,14,9/4/2020,101,0,0,0,35,0,0,35,0,0,0,0,100
Marianna,2020,104,2,TUF297,Scl-LE48,Scl,LE48,45,10/19/2020,146,25,25,0,35,0,5,40,25,25,0,0.555555556,100
Marianna,2020,105,2,TUF297,Scl-JA25,Scl,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,49.45054945
Marianna,2020,105,2,TUF297,Scl-JA25,Scl,JAMA225,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,78.02197802
Marianna,2020,105,2,TUF297,Scl-JA25,Scl,JAMA225,14,8/7/2020,73,15,15,40,45,40,40,45,40,15,2.857142857,1.071428571,97
Marianna,2020,105,2,TUF297,Scl-JA25,Scl,JAMA225,14,8/21/2020,87,45,60,75,85,40,40,85,75,60,2.857142857,3.214285714,100
Marianna,2020,105,2,TUF297,Scl-JA25,Scl,JAMA225,14,9/4/2020,101,20,80,0,85,0,10,95,65,65,0,1.428571429,100
Marianna,2020,105,2,TUF297,Scl-JA25,Scl,JAMA225,45,10/19/2020,146,0,80,0,85,0,0,95,30,30,0,0,100
Marianna,2020,106,2,TUF297,Control,Con,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,50.54945055
Marianna,2020,106,2,TUF297,Control,Con,0,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,81.31868132
Marianna,2020,106,3,TUF297,Control,Con,0,14,8/7/2020,73,0,0,20,20,15,15,20,20,0,1.071428571,0,95
Marianna,2020,106,3,TUF297,Control,Con,0,14,8/21/2020,87,5,5,5,20,0,0,20,5,5,0,0.357142857,100
Marianna,2020,106,3,TUF297,Control,Con,0,14,9/4/2020,101,0,5,0,20,0,0,20,5,5,0,0,100
Marianna,2020,106,3,TUF297,Control,Con,0,45,10/19/2020,146,5,10,0,20,0,5,25,5,5,0,0.111111111,100
Marianna,2020,107,3,TUF297,Cont-Grn,G_c,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,47.25274725
Marianna,2020,107,3,TUF297,Cont-Grn,G_c,0,15,7/24/2020,59,0,0,15,15,15,15,15,15,0,1,0,79.12087912
Marianna,2020,107,3,TUF297,Cont-Grn,G_c,0,14,8/7/2020,73,0,0,55,65,50,50,65,55,0,3.571428571,0,95
Marianna,2020,107,3,TUF297,Cont-Grn,G_c,0,14,8/21/2020,87,15,15,50,90,25,25,90,50,15,1.785714286,1.071428571,100
Marianna,2020,107,3,TUF297,Cont-Grn,G_c,0,14,9/4/2020,101,20,35,0,90,0,0,90,35,35,0,1.428571429,100
Marianna,2020,107,3,TUF297,Cont-Grn,G_c,0,45,10/19/2020,146,10,45,0,90,0,0,90,20,20,0,0.222222222,100
Marianna,2020,108,3,TUF297,Scl-MA22,Scl,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,45.6043956
Marianna,2020,108,3,TUF297,Scl-MA22,Scl,MA22,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,64.83516484
Marianna,2020,108,3,TUF297,Scl-MA22,Scl,MA22,14,8/7/2020,73,0,0,20,25,20,20,25,20,0,1.428571429,0,100
Marianna,2020,108,3,TUF297,Scl-MA22,Scl,MA22,14,8/21/2020,87,5,5,20,40,15,15,40,20,5,1.071428571,0.357142857,100
Marianna,2020,108,3,TUF297,Scl-MA22,Scl,MA22,14,9/4/2020,101,5,10,5,45,5,10,50,10,5,0.357142857,0.357142857,100
Marianna,2020,108,3,TUF297,Scl-MA22,Scl,MA22,45,10/19/2020,146,10,20,0,45,0,5,55,10,10,0,0.222222222,100
Marianna,2020,109,4,GA06G,Grn-JA25,Grn,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,34.61538462
Marianna,2020,109,4,GA06G,Grn-JA25,Grn,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,69.23076923
Marianna,2020,109,4,GA06G,Grn-JA25,Grn,JAMA225,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,96
Marianna,2020,109,4,GA06G,Grn-JA25,Grn,JAMA225,14,8/21/2020,87,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,109,4,GA06G,Grn-JA25,Grn,JAMA225,14,9/4/2020,101,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,109,4,GA06G,Grn-JA25,Grn,JAMA225,45,10/19/2020,146,5,5,0,0,0,5,5,5,5,0,0.111111111,100
Marianna,2020,110,4,GA06G,Scl-LE48,Scl,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,40.10989011
Marianna,2020,110,4,GA06G,Scl-LE48,Scl,LE48,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,73.07692308
Marianna,2020,110,4,GA06G,Scl-LE48,Scl,LE48,14,8/7/2020,73,0,0,5,5,5,5,5,5,0,0.357142857,0,98
Marianna,2020,110,4,GA06G,Scl-LE48,Scl,LE48,14,8/21/2020,87,0,0,15,20,15,15,20,15,0,1.071428571,0,100
Marianna,2020,110,4,GA06G,Scl-LE48,Scl,LE48,14,9/4/2020,101,0,0,0,20,0,0,20,0,0,0,0,100
Marianna,2020,110,4,GA06G,Scl-LE48,Scl,LE48,45,10/19/2020,146,10,10,0,20,0,10,30,10,10,0,0.222222222,100
Marianna,2020,111,4,GA06G,Grn-LE48,Grn,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,48.35164835
Marianna,2020,111,4,GA06G,Grn-LE48,Grn,LE48,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,80.76923077
Marianna,2020,111,4,GA06G,Grn-LE48,Grn,LE48,14,8/7/2020,73,0,0,0,5,0,0,5,0,0,0,0,96
Marianna,2020,111,4,GA06G,Grn-LE48,Grn,LE48,14,8/21/2020,87,0,0,40,45,40,40,45,40,0,2.857142857,0,100
Marianna,2020,111,1,GA06G,Grn-LE48,Grn,LE48,14,9/4/2020,101,50,50,5,45,0,25,70,50,50,0,3.571428571,100
Marianna,2020,111,1,GA06G,Grn-LE48,Grn,LE48,45,10/19/2020,146,5,55,0,45,0,0,70,10,10,0,0.111111111,100
Marianna,2020,112,1,GA06G,Cont-Grn,G_c,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,52.74725275
Marianna,2020,112,1,GA06G,Cont-Grn,G_c,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,87.91208791
Marianna,2020,112,1,GA06G,Cont-Grn,G_c,0,14,8/7/2020,73,0,0,10,10,10,10,10,10,0,0.714285714,0,97
Marianna,2020,112,1,GA06G,Cont-Grn,G_c,0,14,8/21/2020,87,10,10,40,45,35,35,45,40,10,2.5,0.714285714,100
Marianna,2020,112,1,GA06G,Cont-Grn,G_c,0,14,9/4/2020,101,20,30,5,50,5,15,60,35,30,0.357142857,1.428571429,100
Marianna,2020,112,1,GA06G,Cont-Grn,G_c,0,45,10/19/2020,146,5,35,0,50,0,0,60,15,15,0,0.111111111,100
Marianna,2020,113,1,GA06G,Scl-MA22,Scl,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,42.85714286
Marianna,2020,113,1,GA06G,Scl-MA22,Scl,MA22,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,82.96703297
Marianna,2020,113,1,GA06G,Scl-MA22,Scl,MA22,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,96
Marianna,2020,113,1,GA06G,Scl-MA22,Scl,MA22,14,8/21/2020,87,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Marianna,2020,113,1,GA06G,Scl-MA22,Scl,MA22,14,9/4/2020,101,0,0,0,5,0,0,5,0,0,0,0,100
Marianna,2020,113,1,GA06G,Scl-MA22,Scl,MA22,45,10/19/2020,146,5,5,0,5,0,5,10,5,5,0,0.111111111,100
Marianna,2020,114,1,GA06G,Grn-MA22,Grn,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,65.38461538
Marianna,2020,114,1,GA06G,Grn-MA22,Grn,MA22,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,114,2,GA06G,Grn-MA22,Grn,MA22,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,114,2,GA06G,Grn-MA22,Grn,MA22,14,8/21/2020,87,20,20,30,30,30,30,30,30,20,2.142857143,1.428571429,100
Marianna,2020,114,2,GA06G,Grn-MA22,Grn,MA22,14,9/4/2020,101,0,20,5,30,0,0,30,15,15,0,0,100
Marianna,2020,114,2,GA06G,Grn-MA22,Grn,MA22,45,10/19/2020,146,20,40,0,30,0,10,40,30,30,0,0.444444444,100
Marianna,2020,115,2,GA06G,Scl-JA25,Scl,JAMA225,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,57.14285714
Marianna,2020,115,2,GA06G,Scl-JA25,Scl,JAMA225,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,93.40659341
Marianna,2020,115,2,GA06G,Scl-JA25,Scl,JAMA225,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,96
Marianna,2020,115,2,GA06G,Scl-JA25,Scl,JAMA225,14,8/21/2020,87,0,0,10,10,10,10,10,10,0,0.714285714,0,100
Marianna,2020,115,2,GA06G,Scl-JA25,Scl,JAMA225,14,9/4/2020,101,0,0,0,10,0,0,10,0,0,0,0,100
Marianna,2020,115,2,GA06G,Scl-JA25,Scl,JAMA225,45,10/19/2020,146,20,20,0,10,0,20,30,20,20,0,0.444444444,100
Marianna,2020,116,2,GA06G,Control,Con,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,63.18681319
Marianna,2020,116,2,GA06G,Control,Con,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,96.15384615
Marianna,2020,116,2,GA06G,Control,Con,0,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,99
Marianna,2020,116,2,GA06G,Control,Con,0,14,8/21/2020,87,0,0,30,30,30,30,30,30,0,2.142857143,0,100
Marianna,2020,116,2,GA06G,Control,Con,0,14,9/4/2020,101,0,0,0,30,0,0,30,0,0,0,0,100
Marianna,2020,116,2,GA06G,Control,Con,0,45,10/19/2020,146,25,25,0,30,0,25,55,25,25,0,0.555555556,100
Marianna,2020,201,3,GA06G,Cont-Grn,G_c,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,39.56043956
Marianna,2020,201,3,GA06G,Cont-Grn,G_c,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,70.32967033
Marianna,2020,201,3,GA06G,Cont-Grn,G_c,0,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,98
Marianna,2020,201,3,GA06G,Cont-Grn,G_c,0,14,8/21/2020,87,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,201,3,GA06G,Cont-Grn,G_c,0,14,9/4/2020,101,0,0,0,0,0,0,0,0,0,0,0,100
Marianna,2020,201,3,GA06G,Cont-Grn,G_c,0,45,10/19/2020,146,30,30,0,0,0,30,30,30,30,0,0.666666667,100
Marianna,2020,202,3,GA06G,Grn-LE48,Grn,LE48,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,51.64835165
Marianna,2020,202,3,GA06G,Grn-LE48,Grn,LE48,15,7/24/2020,59,0,0,5,5,5,5,5,5,0,0.333333333,0,80.76923077
Marianna,2020,202,3,GA06G,Grn-LE48,Grn,LE48,14,8/7/2020,73,0,0,15,15,10,10,15,15,0,0.714285714,0,98
Marianna,2020,202,3,GA06G,Grn-LE48,Grn,LE48,14,8/21/2020,87,0,0,30,40,25,25,40,30,0,1.785714286,0,100
Marianna,2020,202,3,GA06G,Grn-LE48,Grn,LE48,14,9/4/2020,101,5,5,0,40,0,5,45,5,5,0,0.357142857,100
Marianna,2020,202,3,GA06G,Grn-LE48,Grn,LE48,45,10/19/2020,146,20,25,0,40,0,10,55,25,25,0,0.444444444,100
Marianna,2020,203,3,GA06G,Control,Con,0,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,51.0989011
Marianna,2020,203,3,GA06G,Control,Con,0,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,77.47252747
Marianna,2020,203,3,GA06G,Control,Con,0,14,8/7/2020,73,0,0,0,0,0,0,0,0,0,0,0,97
Marianna,2020,203,3,GA06G,Control,Con,0,14,8/21/2020,87,0,0,10,10,10,10,10,10,0,0.714285714,0,100
Marianna,2020,203,4,GA06G,Control,Con,0,14,9/4/2020,101,0,0,0,10,0,0,10,0,0,0,0,100
Marianna,2020,203,4,GA06G,Control,Con,0,45,10/19/2020,146,25,25,0,10,0,25,35,25,25,0,0.555555556,100
Marianna,2020,204,4,GA06G,Grn-MA22,Grn,MA22,44,7/9/2020,44,0,0,0,0,0,0,0,0,0,0,0,59.34065934
Marianna,2020,204,4,GA06G,Grn-MA22,Grn,MA22,15,7/24/2020,59,0,0,0,0,0,0,0,0,0,0,0,92.30769231
Marianna,2020,204,4,GA06G,Grn-MA22,Grn,MA22,14,8/7/2020,73,0,0,10,10,10,10,10,10,0,0.714285714,0,100
Marianna,2020,204,4,GA06G,Grn-MA22,Grn,MA22,14,8/21/2020,87,0,0,0,10,0,0,10,0,0,0,0,100
Marianna,2020,204,4,GA06G,Grn-MA22,Grn,MA22,14,9/4/2020,101,0,0,0,10,0,0,10,0,0,0,0,100
Marianna,2020,204,4,GA06G,Grn-MA22,Grn,MA22,45,10/19/2020,146,20,20,0,10,0,20,30,20,20,0,0.444444444,100
